This file was created by CMPT_IND_RETS using the 202106 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
196412,   0.91,  -0.35,   1.83,   4.38,  -1.78
196501,   4.24,   3.58,   3.17,   7.66,   4.72
196502,   0.44,   0.24,   1.38,   2.42,   2.58
196503,   0.25,  -1.58,  -1.17,  -0.92,  -0.27
196504,   6.19,   2.35,   3.51,   2.98,   2.16
196505,  -1.91,  -0.21,   1.79,  -1.24,  -1.68
196506,  -6.21,  -4.42,  -4.81,  -5.31,  -6.97
196507,   1.22,   1.77,   1.28,   3.95,   3.40
196508,   3.25,   2.43,   3.27,   6.29,   5.07
196509,   3.31,   3.50,   2.93,   2.24,   1.80
196510,   3.95,   2.96,   1.08,   3.23,   4.26
196511,  -1.44,   0.70,  -1.03,   3.80,   3.88
196512,   1.26,   1.62,  -1.19,   3.83,   3.47
196601,  -0.16,   1.18,  -0.02,   2.74,   5.25
196602,  -1.27,  -2.18,   2.71,  -1.55,   2.09
196603,  -2.75,  -1.61,  -2.86,  -1.60,  -2.84
196604,   0.83,   2.58,   4.54,  -0.02,   3.04
196605,  -6.04,  -4.54,  -4.60,  -5.26,  -7.87
196606,  -2.08,  -1.50,   0.16,   0.99,   0.74
196607,  -1.96,  -0.71,  -1.48,  -1.72,  -2.05
196608,  -7.12,  -7.60,  -5.33,  -8.07, -11.75
196609,  -1.38,   0.08,  -1.27,  -1.13,  -1.86
196610,   1.32,   5.76,   4.57,   4.87,   3.12
196611,  -0.75,   0.68,   4.00,   6.89,   7.95
196612,  -2.01,   0.90,   1.61,  -0.17,   2.09
196701,  11.19,   7.23,   8.32,   6.41,  11.97
196702,   0.89,   0.26,   4.30,   1.42,  -0.24
196703,   3.92,   4.34,   4.30,   7.83,   4.18
196704,   8.39,   2.79,   4.34,   4.46,   2.22
196705,  -5.21,  -3.38,  -4.97,  -5.29,  -1.89
196706,   2.40,   1.52,   4.79,   5.38,   3.78
196707,   8.09,   5.12,  -0.45,   3.79,   7.85
196708,  -0.13,  -0.79,  -1.11,   0.66,  -0.31
196709,   3.78,   2.86,   5.59,   2.89,   1.35
196710,  -2.95,  -3.60,   1.74,  -5.01,  -5.23
196711,   0.06,   1.12,   0.92,   1.33,  -0.40
196712,   2.22,   4.26,   1.48,   1.62,   5.49
196801,  -2.21,  -3.73,  -4.80,  -6.57,  -1.84
196802,  -2.07,  -3.31,  -3.76,  -4.24,  -3.56
196803,   1.16,  -0.06,   2.19,   0.10,  -0.09
196804,  11.79,   7.76,   8.72,  11.90,  12.10
196805,   2.35,   2.16,   2.27,   3.34,   6.25
196806,  -0.18,   1.71,   0.01,   2.25,   2.99
196807,  -3.77,  -0.74,  -3.81,  -4.10,  -2.76
196808,   1.99,   1.97,   0.78,   0.68,   2.82
196809,   6.45,   3.52,   2.95,   0.85,   9.17
196810,   2.41,   1.36,  -2.19,  -0.05,   1.10
196811,   2.63,   6.20,   7.44,   8.10,   7.63
196812,  -3.21,  -3.12,  -5.82,  -1.03,  -3.75
196901,  -1.43,  -0.15,  -2.62,  -0.23,   0.88
196902,  -4.66,  -5.35,  -3.49,  -5.14,  -8.35
196903,   3.61,   3.31,   3.32,   3.34,   0.75
196904,   1.85,   0.78,   5.25,   4.98,   1.81
196905,   0.53,   0.72,  -0.71,   1.66,  -1.11
196906,  -6.26,  -7.64,  -1.54,  -5.03, -10.67
196907,  -7.40,  -6.45,  -5.10,  -2.73,  -9.13
196908,   5.08,   3.97,   5.14,   9.20,   9.02
196909,  -0.24,  -4.80,  -1.21,   2.17,  -0.74
196910,   6.15,   4.58,   5.04,   8.97,   7.93
196911,  -3.70,  -4.12,  -0.83,   0.34,  -5.54
196912,  -2.81,  -1.66,  -2.31,   4.30,  -3.75
197001,  -6.22,  -7.89,  -6.99,  -7.11,  -8.81
197002,   5.30,   5.58,   4.62,   5.57,   9.40
197003,   1.04,   0.12,  -0.91,  -5.10,  -1.91
197004,  -9.95,  -8.89, -12.38, -10.12, -13.70
197005,  -7.59,  -4.56,  -7.41,  -7.74,  -8.31
197006,  -3.09,  -4.08, -10.51,  -0.48,  -6.82
197007,   9.11,   7.89,   5.42,   2.14,   8.02
197008,   5.10,   5.16,   5.79,   1.80,   5.03
197009,   5.17,   2.97,   5.88,   8.01,   7.61
197010,  -1.02,  -0.86,  -3.61,   0.31,  -5.89
197011,   6.14,   5.19,   4.81,   2.97,   3.74
197012,   6.41,   6.04,   5.31,   5.34,   8.37
197101,   5.42,   3.73,   7.03,   4.92,   7.79
197102,   3.18,   1.57,  -0.27,   1.31,   2.22
197103,   4.76,   3.45,   5.46,   3.68,   5.94
197104,   5.36,   3.04,   1.84,   4.23,   4.34
197105,  -3.20,  -3.21,  -5.81,  -2.13,  -4.53
197106,  -0.10,   1.24,  -1.08,   2.05,  -1.32
197107,  -3.70,  -3.67,  -6.95,  -2.17,  -3.86
197108,   6.70,   2.64,   3.63,   3.15,   6.98
197109,   0.17,  -0.86,  -0.95,   0.66,  -0.42
197110,  -4.31,  -4.22,  -3.52,  -2.47,  -4.21
197111,   0.01,  -0.71,   1.31,   0.69,  -0.27
197112,   8.88,   9.36,  10.02,   7.79,   8.22
197201,   2.12,   1.80,   5.97,   2.63,   3.36
197202,   3.47,   3.00,   1.36,   7.12,   2.25
197203,   2.16,  -0.17,   0.65,   0.46,   2.29
197204,   0.23,   0.46,   0.19,   1.10,   1.79
197205,   0.17,   2.17,   2.96,   3.71,  -0.63
197206,  -2.64,  -1.78,  -2.58,   2.54,  -4.51
197207,  -2.01,  -0.03,   0.89,   3.10,  -2.96
197208,   1.11,   5.49,   3.54,   1.05,   3.55
197209,  -1.38,  -0.70,   0.45,  -0.43,  -1.74
197210,  -0.53,   2.52,  -1.59,   1.50,   1.12
197211,   7.00,   5.13,   3.95,  -0.53,   5.12
197212,   1.36,   0.51,   1.81,   3.73,  -0.76
197301,  -5.26,  -1.22,   0.61,  -1.18,  -7.47
197302,  -5.60,  -3.75,  -3.54,  -0.71,  -6.09
197303,  -3.14,   0.37,  -0.68,   0.78,  -0.29
197304,  -6.54,  -2.89,  -4.32,  -5.48,  -7.79
197305,  -2.89,  -1.69,  -2.01,   1.07,  -5.03
197306,  -3.89,  -0.13,  -0.17,   0.02,  -0.28
197307,   8.49,   3.29,   3.15,   6.87,   9.58
197308,  -3.80,  -2.31,  -3.76,  -6.91,  -2.23
197309,   6.99,   6.42,   0.67,   0.79,   7.20
197310,  -3.41,   1.20,   0.52,   1.83,  -1.05
197311, -16.31, -11.51,  -8.29,  -7.77, -13.45
197312,  -1.93,   3.83,  -1.34,  -4.48,   2.48
197401,   4.98,  -1.73,   1.52,  -2.52,   1.12
197402,  -0.01,  -0.49,   1.32,  -1.23,   1.02
197403,  -1.73,  -2.08,  -3.43,   1.21,  -3.64
197404,  -3.25,  -5.06,  -4.27,  -1.48,  -6.40
197405,  -0.49,  -4.14,  -3.28,  -0.12,  -8.41
197406,  -1.96,  -1.08,  -1.77,  -1.62,  -5.50
197407, -11.55,  -4.23,  -8.14, -14.06,  -6.65
197408, -10.03,  -9.47,  -3.09,  -8.11, -10.62
197409, -12.30,  -9.52, -11.89, -15.55,  -9.59
197410,  10.25,  17.28,  13.17,  29.52,  20.23
197411,  -4.68,  -4.63,  -4.17,  -1.20,  -2.75
197412,  -2.45,  -2.16,  -2.48,  -3.37,  -4.35
197501,  21.73,  12.40,  13.50,  -0.61,  17.82
197502,   4.53,   5.07,   9.85,  16.04,   2.84
197503,   8.05,   1.79,   0.26,   1.28,   4.10
197504,   3.20,   7.14,   2.98,   0.72,   3.30
197505,   4.12,   6.35,   4.98,   6.48,   5.70
197506,   7.47,   5.46,   2.94,   0.91,   5.94
197507,  -5.08,  -5.16,  -7.46, -12.03,  -6.12
197508,  -2.32,  -0.97,  -3.21,  -3.34,  -5.12
197509,  -2.84,  -3.49,  -1.00,  -6.54,  -6.30
197510,   9.81,   3.45,   7.78,  10.68,   3.89
197511,   3.98,   1.66,   4.73,   5.12,   3.57
197512,  -1.67,  -0.52,  -0.82,  -6.36,  -0.29
197601,  11.75,  12.83,  14.98,   7.78,  12.92
197602,   2.20,  -0.44,   2.05,  -6.52,   3.12
197603,   2.50,   2.73,   2.10,   6.52,   1.94
197604,  -1.52,  -0.04,  -1.57,  -4.31,  -1.56
197605,  -3.58,   0.80,  -0.75,  -2.81,  -1.67
197606,   3.16,   4.36,   6.54,   3.66,   5.40
197607,  -0.46,  -0.77,  -0.98,  -0.38,  -0.05
197608,   0.29,  -0.64,   1.19,   2.17,  -1.13
197609,   2.15,   3.04,   2.41,   3.62,   0.94
197610,  -1.26,  -2.73,  -2.36,  -3.75,  -0.46
197611,   1.85,   0.55,   2.24,  -9.69,   2.05
197612,   5.76,   6.22,   3.69,   6.26,   8.39
197701,  -4.96,  -2.69,  -2.34,  -8.82,  -4.15
197702,  -2.23,  -1.95,   0.00,  -0.21,  -1.75
197703,  -2.43,  -0.74,  -0.44,  -1.79,  -0.11
197704,   0.24,   1.47,  -1.82,  -5.20,   2.15
197705,  -1.30,  -1.16,  -0.29,  -1.88,  -0.84
197706,   4.87,   4.70,   5.38,   9.04,   5.34
197707,  -0.43,  -2.12,  -0.45,  -2.24,  -0.36
197708,   1.05,  -3.07,  -0.62,   3.79,  -1.24
197709,   0.43,   0.18,   0.29,  -0.84,  -0.07
197710,  -3.64,  -3.87,  -3.95,  -1.68,  -4.43
197711,   3.98,   3.97,   4.01,   6.02,   6.46
197712,  -0.60,   0.94,   2.31,   0.59,   0.64
197801,  -6.24,  -5.98,  -4.50,  -1.86,  -5.32
197802,   0.06,  -1.60,  -0.48,  -3.00,  -0.16
197803,   4.38,   2.97,   0.68,   4.16,   5.43
197804,   8.92,   7.63,   8.97,   9.20,   9.34
197805,   2.05,   2.48,   0.83,   5.25,   2.55
197806,  -1.58,  -1.79,  -0.81,   1.10,  -0.27
197807,   4.33,   5.40,   5.75,   8.87,   6.57
197808,   4.15,   3.61,   5.09,   1.00,   6.34
197809,  -1.05,   0.37,  -2.16,  -2.75,  -1.25
197810, -12.17, -10.35,  -8.39, -12.84, -14.07
197811,   1.86,   4.05,   4.25,   5.18,   2.51
197812,   0.35,   1.46,   3.93,   3.42,   1.32
197901,   4.86,   5.25,   4.06,   1.42,   6.09
197902,  -3.75,  -2.26,  -2.29,  -4.52,  -3.26
197903,   5.42,   7.04,   4.75,   5.05,   8.15
197904,   1.23,   0.83,  -0.57,   0.42,   1.53
197905,  -1.68,  -1.66,  -1.23,  -2.64,  -0.32
197906,   3.09,   5.76,   1.02,   4.83,   7.01
197907,   1.80,   1.95,  -1.00,   0.14,   3.30
197908,   7.00,   6.68,   4.31,   8.54,   5.84
197909,  -0.86,   1.45,  -1.99,  -0.54,  -0.68
197910,  -8.55,  -5.84,  -6.76,  -4.34, -10.15
197911,   2.48,   7.01,   6.66,   8.75,   7.01
197912,   3.26,   2.79,   0.60,   2.08,   4.14
198001,   4.21,   9.04,   4.07,  -1.29,   5.51
198002,  -5.26,   3.74,  -2.87,  -4.63,  -3.33
198003,  -8.44, -13.81,  -9.33,  -2.84, -12.24
198004,   3.08,   6.16,   3.07,   4.28,   6.05
198005,   7.66,   4.98,   4.89,   6.96,   8.11
198006,   2.75,   4.25,   1.69,   0.21,   5.16
198007,   9.71,   4.86,  10.20,   8.89,   6.64
198008,   1.61,   2.18,   4.56,   0.30,   2.67
198009,   0.69,   4.26,   0.79,   3.60,   3.65
198010,  -0.85,   4.09,   0.23,  -1.29,   1.56
198011,   2.63,  15.98,   6.67,   8.81,   7.38
198012,  -0.34,  -6.56,  -0.63,   4.61,  -0.72
198101,   0.32,  -6.18,  -4.28,  -1.57,  -2.56
198102,   3.69,   1.32,   1.00,   1.85,   1.71
198103,   8.64,   1.65,   3.83,   5.87,   8.45
198104,   1.90,  -3.98,   1.97,   3.00,   0.93
198105,   2.73,  -1.55,   5.14,   3.47,   2.52
198106,  -1.77,   1.87,  -5.16,  -5.58,  -0.97
198107,  -2.11,   2.65,  -2.45,  -3.89,  -2.69
198108,  -5.92,  -5.72,  -5.15,  -7.75,  -5.49
198109,  -2.89,  -9.14,  -1.62,  -1.33,  -5.45
198110,   4.14,   6.58,   5.46,   7.95,   7.15
198111,   2.68,   5.69,   1.93,   3.93,   5.08
198112,  -1.35,  -3.85,  -0.53,  -0.75,  -3.74
198201,  -0.02,  -5.06,   2.03,   1.45,  -3.25
198202,  -1.80,  -6.94,  -5.39,  -1.80,  -3.92
198203,   3.33,  -1.79,  -1.63,  -2.58,  -1.30
198204,   5.70,   3.75,   4.71,   7.34,   3.71
198205,  -2.68,  -1.11,  -3.98,  -3.05,  -5.47
198206,   2.36,  -4.04,  -2.40,  -0.73,  -2.43
198207,  -0.25,  -4.47,   1.43,   0.81,  -3.02
198208,  11.45,  11.97,  12.12,  12.38,  11.34
198209,   3.49,   0.48,   1.15,   1.34,   4.16
198210,  14.22,   8.59,  14.06,   8.34,  15.70
198211,   7.95,   1.04,   9.21,   5.24,   7.61
198212,   0.41,   3.04,   1.52,   0.54,  -1.32
198301,   1.49,   4.30,   9.55,   1.48,   2.84
198302,   5.16,   2.05,   2.43,   2.78,   4.61
198303,   5.44,   3.01,   0.69,   4.61,   4.96
198304,   8.38,   7.07,   6.81,   5.10,   8.23
198305,  -0.76,   1.96,   1.61,  -2.70,   2.45
198306,   6.08,   2.88,   4.48,   6.87,   1.60
198307,  -3.14,  -1.72,  -5.34,  -5.59,  -3.67
198308,  -2.24,   3.09,  -0.22,  -1.08,  -0.84
198309,   3.72,   0.30,   2.16,   1.29,   1.63
198310,  -0.57,  -1.12,  -6.45,  -2.16,  -4.02
198311,   3.54,   2.34,   2.52,  -3.02,   4.68
198312,  -1.60,  -0.62,  -0.15,  -3.59,  -0.86
198401,  -3.84,   1.94,  -3.40,  -0.60,  -1.67
198402,  -5.40,  -2.33,  -5.30,  -1.98,  -4.88
198403,   1.12,   1.41,   0.04,  -0.69,   2.46
198404,   0.62,   1.41,   0.29,   2.28,  -2.08
198405,  -4.22,  -4.54,  -4.94,  -6.48,  -6.86
198406,   5.49,   0.73,   4.79,   3.82,   2.24
198407,   0.10,  -3.12,  -0.48,  -3.83,  -1.80
198408,   9.51,  11.66,  11.40,  10.26,  11.17
198409,   0.43,   0.49,  -1.09,  -4.40,   2.26
198410,   0.87,  -0.52,  -1.63,   1.60,   0.73
198411,  -1.72,  -0.30,  -2.25,  -0.04,  -0.31
198412,   2.45,   1.43,   3.52,   2.80,   3.71
198501,   9.22,   6.45,   9.77,   8.28,   9.79
198502,   2.05,   2.14,   0.41,   3.59,   2.16
198503,   0.05,   0.58,  -2.06,   3.00,  -0.14
198504,  -1.69,   0.92,  -2.45,  -1.73,   1.46
198505,   8.00,   4.18,   5.11,   9.59,   6.36
198506,   1.99,   1.35,   1.50,   2.29,   2.95
198507,  -1.82,   0.35,   1.72,  -0.40,  -0.15
198508,  -0.63,   0.30,  -1.66,  -0.80,  -0.46
198509,  -2.65,  -3.51,  -4.59,  -3.89,  -4.92
198510,   4.03,   4.84,   3.34,   3.19,   6.37
198511,   8.64,   4.80,   8.29,   9.78,   7.41
198512,   5.56,   2.46,   7.69,   3.48,   4.50
198601,   1.80,  -0.14,  -1.25,   1.14,   3.54
198602,   9.70,   6.95,   5.61,   6.08,   8.34
198603,   8.22,   4.11,   0.96,  12.05,   5.76
198604,  -0.71,  -1.72,   3.51,   0.72,  -2.65
198605,   7.79,   4.91,   2.01,   7.24,   4.67
198606,   3.54,   0.67,  -1.34,   5.67,   1.53
198607,  -7.97,  -3.65,  -6.76,  -5.36,  -6.40
198608,   3.44,   8.91,   6.94,   4.01,   6.92
198609,  -9.28,  -6.09,  -7.76, -12.57,  -8.82
198610,   7.75,   5.05,   1.87,   7.93,   4.26
198611,   2.15,   2.27,   3.65,   1.35,  -0.62
198612,  -4.05,  -1.94,  -3.70,  -1.25,  -2.53
198701,  14.59,  12.91,  12.90,  13.16,  11.16
198702,   6.49,   1.43,   6.63,  11.28,   4.68
198703,   2.25,   4.21,   2.33,   0.15,  -0.31
198704,  -1.28,  -1.67,   2.50,  -2.46,  -4.08
198705,   0.51,   0.64,   1.09,   1.23,  -0.02
198706,   5.64,   4.87,   1.86,   4.76,   4.63
198707,   6.08,   4.21,   2.60,   5.75,   3.59
198708,   4.09,   2.66,   6.65,   2.20,   4.35
198709,  -4.32,  -1.29,  -0.88,  -2.55,  -1.80
198710, -25.02, -20.82, -21.43, -20.46, -23.58
198711,  -8.29,  -5.89,  -9.48,  -9.31,  -6.62
198712,   8.13,   7.21,   9.04,   5.34,   5.40
198801,   4.23,   4.64,   1.89,   6.37,   6.42
198802,   7.54,   4.27,   5.12,   4.20,   4.32
198803,  -2.02,  -0.72,  -4.35,  -2.55,  -1.34
198804,   1.28,   1.95,   1.88,  -1.99,  -0.39
198805,  -0.28,   0.52,  -0.04,  -0.26,   0.95
198806,   5.75,   3.94,   7.01,   2.68,   6.02
198807,   0.26,  -0.53,  -2.95,   0.49,  -0.51
198808,  -2.30,  -2.77,  -5.97,  -1.08,  -0.89
198809,   6.56,   1.84,   4.86,   3.86,   4.17
198810,   4.99,   1.38,   1.28,   1.22,  -0.02
198811,  -1.68,  -1.32,  -1.53,  -2.16,  -2.13
198812,   2.21,   2.32,   3.34,   1.83,   0.94
198901,   6.25,   6.15,   7.96,   6.80,   6.89
198902,  -1.83,  -1.84,  -2.57,  -1.15,  -0.39
198903,   3.30,   1.70,  -0.24,   4.96,   3.43
198904,   4.74,   4.35,   7.42,   5.41,   4.64
198905,   4.80,   3.81,   4.16,   3.43,   4.21
198906,   0.15,  -0.95,  -1.58,  -2.74,   0.93
198907,   9.74,   6.29,   6.00,  13.89,   8.12
198908,   0.96,   3.00,   1.69,   0.37,   3.41
198909,  -1.87,  -0.95,   0.90,   2.38,   1.42
198910,  -3.63,  -2.03,  -3.07,   0.39,  -4.82
198911,   1.10,   3.31,   0.38,   4.53,  -0.02
198912,   0.87,   4.11,   2.90,   1.05,  -1.50
199001,  -7.42,  -5.53,  -8.57,  -7.37,  -8.84
199002,   1.32,   2.14,   1.58,  -2.06,   2.55
199003,   4.57,   1.72,   4.31,   3.86,  -0.31
199004,  -1.48,  -3.56,  -2.81,   0.29,  -3.46
199005,   9.88,   6.97,  10.80,  12.76,   9.06
199006,   1.26,  -0.69,  -3.11,   4.44,  -1.58
199007,  -2.44,   2.43,  -5.94,   2.59,  -3.45
199008, -10.16,  -7.95, -11.34,  -6.80, -11.39
199009,  -6.58,  -4.32,  -2.41,  -4.35, -10.00
199010,  -0.30,  -0.50,  -0.01,   1.42,  -6.36
199011,   7.65,   4.49,   6.59,   9.48,  10.65
199012,   3.48,   1.92,   2.84,   2.78,   5.45
199101,   6.97,   2.33,   6.92,   4.53,   7.47
199102,   9.43,   6.33,   4.89,   9.87,   9.69
199103,   5.82,   1.42,   1.54,   5.41,   3.07
199104,   0.01,   0.86,  -0.89,  -1.13,   1.30
199105,   6.28,   3.43,   1.03,   4.64,   4.97
199106,  -4.59,  -3.68,  -5.38,  -4.19,  -5.22
199107,   4.89,   3.81,   3.91,   8.46,   4.69
199108,   3.92,   2.23,   1.84,   2.89,   3.10
199109,  -3.19,  -0.56,  -0.38,  -0.38,  -0.56
199110,  -1.28,   1.57,   2.05,   6.66,   2.33
199111,  -1.52,  -4.33,  -4.65,  -2.59,  -5.37
199112,  13.35,   7.53,   9.47,  16.50,  12.60
199201,  -0.54,  -0.90,   2.03,  -5.55,   2.11
199202,   2.77,   0.72,   1.46,  -2.62,   3.15
199203,  -1.22,  -1.43,  -3.23,  -5.47,  -2.15
199204,  -0.16,   4.37,   2.69,  -2.16,   0.52
199205,   0.53,   0.98,  -0.82,   1.13,   1.53
199206,  -1.94,  -2.47,  -1.54,  -4.71,  -0.01
199207,   3.84,   4.40,   4.16,   5.76,   3.20
199208,  -0.87,  -1.39,  -2.80,  -3.36,  -3.41
199209,   2.17,   1.18,   2.57,  -4.90,   3.46
199210,   1.31,  -0.48,   0.78,   3.32,   2.96
199211,   5.62,   1.44,   5.33,   4.88,   6.02
199212,   0.65,   1.86,   2.74,  -1.39,   3.83
199301,   0.66,   1.17,   2.99,  -6.78,   3.27
199302,  -1.63,   3.73,   2.65,  -8.96,   0.42
199303,   1.80,   2.55,   2.74,   0.82,   3.90
199304,  -7.37,   0.18,  -3.27,   1.33,  -3.22
199305,   3.79,   1.64,   6.46,   3.60,   1.71
199306,  -1.13,   0.38,   2.10,  -2.90,   2.21
199307,  -0.52,   0.59,  -0.87,  -6.01,   2.06
199308,   3.59,   3.67,   5.92,   3.07,   3.46
199309,  -0.80,  -0.84,   0.40,   0.89,   1.69
199310,   5.67,   0.69,   2.10,   5.97,  -2.28
199311,   0.70,  -2.09,  -3.08,   1.11,  -2.80
199312,   0.42,   2.53,   1.29,   2.47,   2.61
199401,   1.15,   3.41,   3.41,   1.95,   4.42
199402,  -0.45,  -2.09,  -1.78,  -5.56,  -3.90
199403,  -4.66,  -4.12,  -3.82,  -6.71,  -4.30
199404,   0.56,   1.40,  -0.21,   2.42,   1.26
199405,  -1.79,   0.21,   1.89,   4.35,   3.00
199406,  -2.40,  -2.70,  -2.46,  -3.70,  -2.64
199407,   2.15,   4.38,   3.55,   1.06,   2.65
199408,   4.45,   2.85,   5.35,  10.73,   3.47
199409,  -1.88,  -1.96,  -0.77,   1.72,  -4.23
199410,   1.24,   2.27,   3.89,   0.87,   0.15
199411,  -2.87,  -4.22,  -3.59,   0.42,  -5.18
199412,  -0.08,   2.17,   1.81,   0.54,   1.47
199501,   0.62,   1.05,   1.31,   6.17,   4.72
199502,   3.15,   4.32,   4.47,   2.25,   4.86
199503,   2.87,   2.86,   2.72,   2.69,   1.98
199504,   0.34,   2.72,   5.52,   3.09,   1.61
199505,   3.92,   3.92,   2.11,   1.58,   4.47
199506,   2.86,   0.42,   7.48,   4.48,   2.15
199507,   2.42,   2.50,   6.87,   5.35,   4.87
199508,  -0.74,  -0.29,   1.54,   1.08,   3.72
199509,   3.85,   2.78,   2.92,   7.44,   4.56
199510,  -2.84,  -1.38,   0.85,   1.13,  -2.05
199511,   5.31,   5.15,   0.64,   4.97,   6.17
199512,   0.95,   3.13,  -1.06,   5.89,   1.12
199601,   1.63,   2.24,   2.11,   5.99,   3.52
199602,   3.39,   0.27,   2.95,  -1.09,   2.23
199603,   2.57,   3.09,  -2.84,   0.17,   1.70
199604,   2.31,   1.28,   7.22,  -0.59,   0.19
199605,   4.95,   1.75,   2.46,   3.93,   1.58
199606,  -0.07,   0.84,  -3.01,  -0.23,  -0.25
199607,  -5.46,  -4.47,  -7.88,  -6.06,  -4.32
199608,   2.46,   3.12,   2.54,   4.19,   3.91
199609,   3.39,   4.71,   7.52,   7.34,   5.07
199610,  -0.10,   2.90,  -1.08,  -0.68,   3.96
199611,   4.50,   5.38,  10.00,   6.66,   7.54
199612,  -1.66,  -0.05,  -0.96,  -2.66,  -1.80
199701,   3.12,   3.72,   7.18,   9.55,   6.04
199702,   3.09,  -0.95,  -4.55,   0.94,   2.60
199703,  -3.52,  -1.56,  -6.20,  -7.40,  -5.89
199704,   3.60,   3.01,   6.44,   6.16,   5.23
199705,   6.07,   7.09,   9.11,   6.91,   6.24
199706,   4.14,   3.98,   2.04,   8.89,   5.37
199707,   5.65,   6.61,  12.08,   2.06,   9.23
199708,  -3.74,  -3.60,  -1.56,  -6.14,  -4.80
199709,   5.37,   4.23,   5.08,   6.62,   7.91
199710,  -2.78,  -3.99,  -5.27,   0.26,  -2.63
199711,   4.86,   2.64,   4.03,   2.86,   3.02
199712,   2.17,   0.66,  -1.47,   3.55,   5.34
199801,  -0.90,  -1.59,   5.12,   5.73,  -2.12
199802,   8.26,   6.38,   7.87,   5.44,   8.19
199803,   6.14,   5.14,   3.96,   3.61,   5.79
199804,  -1.38,   1.27,   2.42,   1.92,   1.82
199805,   2.42,  -2.65,  -5.30,  -2.47,  -3.01
199806,   3.92,  -0.27,   6.99,   6.18,   3.13
199807,  -3.25,  -5.94,   1.52,  -0.22,  -1.71
199808, -14.44, -10.86, -15.72, -12.26, -21.36
199809,   1.42,   4.69,  13.51,  12.00,   2.68
199810,  10.82,   6.40,   6.50,   3.86,   8.98
199811,   7.59,   2.48,   9.14,   6.18,   6.20
199812,   4.83,   1.62,  14.97,   5.02,   3.60
199901,   0.40,  -1.85,  13.22,   0.24,   1.11
199902,  -2.75,  -2.49,  -9.03,   0.22,  -0.01
199903,   0.50,   5.78,   5.78,   2.55,   2.41
199904,   2.94,  10.37,   4.04,  -5.53,   6.77
199905,  -1.60,  -1.72,  -0.18,  -2.05,  -3.52
199906,   4.01,   1.82,  10.04,   4.49,   3.24
199907,  -4.16,  -0.43,  -1.75,  -4.44,  -6.06
199908,  -4.68,   0.28,   1.71,   3.72,  -5.12
199909,  -2.83,  -3.28,   1.00,  -7.09,  -4.38
199910,   4.62,   2.72,   4.85,  10.78,  11.42
199911,   1.46,  -0.91,  10.59,   1.50,  -2.25
199912,   2.78,   6.31,  16.58,  -5.63,   1.43
200001,  -7.88,  -4.61,  -4.56,   7.56,  -4.64
200002,  -5.17,  -4.89,  13.27,  -2.88,  -6.98
200003,  10.99,   8.80,   4.64,   0.28,  14.12
200004,  -1.93,   1.21, -10.14,   5.25,  -3.41
200005,  -0.53,   1.40, -10.76,   3.94,   3.46
200006,  -1.33,  -2.48,  11.33,  11.51,  -2.82
200007,  -0.05,  -0.38,  -5.60,  -6.16,   5.55
200008,  -1.55,   8.27,  10.08,   3.58,   9.08
200009,   2.27,  -0.60, -13.18,   3.72,   0.36
200010,   2.02,   1.17,  -6.02,   2.59,  -1.07
200011,  -0.78,  -2.27, -21.84,   0.79,  -5.95
200012,   5.17,   7.21,  -7.20,   3.53,   7.18
200101,   3.98,  -2.87,  16.06,  -8.93,   0.05
200102,  -3.03,  -1.40, -22.62,  -0.50,  -4.38
200103,  -3.54,  -3.82, -11.68,  -8.44,  -4.11
200104,   4.19,   8.47,  13.98,   3.99,   5.78
200105,   1.83,   1.56,  -2.86,   3.03,   3.75
200106,  -1.63,  -5.74,   0.43,  -2.85,   0.03
200107,   2.72,  -1.22,  -5.79,   2.30,  -2.27
200108,  -4.01,  -1.95, -11.72,  -3.11,  -5.33
200109,  -7.54,  -9.49, -14.33,  -0.59,  -8.30
200110,   1.36,   3.61,   7.69,   1.18,  -0.58
200111,   7.35,   2.81,  13.29,   5.04,   7.92
200112,   3.16,   3.81,   0.25,  -2.88,   3.30
200201,   2.47,  -0.70,  -2.26,  -2.36,  -2.92
200202,   1.77,   3.69, -10.56,  -0.51,  -0.52
200203,   3.05,   6.63,   4.80,   0.47,   5.43
200204,   0.40,  -2.10, -12.00,  -7.59,  -3.74
200205,  -0.13,  -1.53,  -2.06,  -2.23,  -0.39
200206,  -5.60,  -2.80, -12.79,  -9.60,  -5.38
200207,  -9.57, -10.14, -10.20,  -2.55,  -6.41
200208,   2.03,   0.00,  -0.55,   0.65,   1.14
200209,  -8.82,  -8.67, -14.69,  -5.86, -10.70
200210,   4.86,   2.96,  19.98,   5.68,   6.38
200211,   1.27,   4.64,  14.87,   3.71,   4.61
200212,  -4.14,  -1.33, -11.92,  -4.05,  -4.98
200301,  -4.67,  -3.46,  -2.07,  -0.59,  -2.32
200302,  -2.27,  -1.27,  -0.92,  -1.94,  -2.62
200303,   1.08,   1.75,  -0.87,   3.79,   0.75
200304,   7.61,   4.52,   9.77,   4.32,  11.78
200305,   5.64,   6.72,   8.77,   3.91,   5.30
200306,   2.65,   0.06,   0.70,   4.11,   0.94
